"File","Line","Rule","Msg"
"plugins/annotations/src/tools/LevelTagTool.ts","25","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/LinearDimensionAnnotationTool.ts","32","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/MatchlineTool.ts","21","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/NorthArrowTool.ts","18","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/RadiusDimensionTool.ts","24","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/RevisionCloudTool.ts","20","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/ScaleBarTool.ts","18","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/SectionGridLineBuilder.ts","36","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/SectionMarkTool.ts","22","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/SlopeDimensionTool.ts","25","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/SpotElevationAnnotationTool.ts","17","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/TextNoteTool.ts","14","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/annotations/src/tools/WindowTagTool.ts","21","no-restricted-imports","'@thatopen/components' import is restricted from being used. OBC is L7 plugin territory — it may not appear in any PRYZM 2 package outside plugins/ifc-import/"
"plugins/pool/src/handlers/CreatePool.ts","101","pryzm/store-single-channel","CreatePoolHandler lists 4 stores in `affectedStores` [pool, wall, slab, water]. Each handler may only write to a single store — compose cross-store mutations via plugin-host cascade rules instead"
"plugins/pool/src/handlers/DeletePool.ts","71","pryzm/store-single-channel","DeletePoolHandler lists 4 stores in `affectedStores` [pool, wall, slab, water]. Each handler may only write to a single store — compose cross-store mutations via plugin-host cascade rules instead"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","35","no-unused-vars","'createWriteStream' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","130","no-unused-vars","'prov' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","33","no-unused-vars","'readJson' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","33","no-unused-vars","'countOnly' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","179","no-unused-vars","'PUBLISHED_INE' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","9","no-unused-vars","'get' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","80","no-useless-escape","Unnecessary escape character: \-"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","4","no-unused-vars","'getJson' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","4","no-unused-vars","'isValid' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","20","no-unused-vars","'expect' is assigned a value but never used. Allowed unused args must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","140","no-unused-vars","'depth' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","25","no-unused-vars","'sleep' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","105","no-unused-vars","'armCUrls' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","153","no-unused-vars","'wid' is defined but never used. Allowed unused args must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","245","no-unused-vars","'allFitxaTotal' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","88","no-unused-vars","'invByUrl' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","180","no-unused-vars","'M_UNIT' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","28","no-unused-vars","'HERE' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","24","no-unused-vars","'count' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","16","no-unused-vars","'queryRows' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","26","no-unused-vars","'normName' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","7","no-unused-vars","'statSync' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","41","no-unused-vars","'nonB' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","35","no-unused-vars","'createWriteStream' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","95","no-unused-vars","'prov' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","5","no-unused-vars","'BROWSER' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","27","no-unused-vars","'e' is defined but never used"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","26","no-unused-vars","'appendFileSync' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","30","no-unused-vars","'PACKED_FAMILIES' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","30","no-unused-vars","'GENERICA_FAMILIES' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","30","no-unused-vars","'REMITTED_FAMILIES' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","30","no-unused-vars","'REFUSED_DIRECT_FAMILIES' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","32","no-empty","Empty block statement"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","43","no-unused-vars","'m' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","22","no-useless-escape","Unnecessary escape character: \-"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","21","no-useless-escape","Unnecessary escape character: \-"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","38","no-empty","Empty block statement"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","47","no-unused-vars","'PROD_ALC' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","35","no-unused-vars","'existsSync' is defined but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","189","no-unused-vars","'blockers' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","194","no-unused-vars","'svcMeta' is assigned a value but never used. Allowed unused vars must match /^_/u"
"plugins/wall/src/handlers/UpdateWallSystemType.ts","195","no-unused-vars","'layer16Meta' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/context-bake/__tests__/mdsBboxCoversTerrainRegion.spec.ts","1124","no-unused-vars","'RADII' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/context-bake/__tests__/mdsBboxCoversTerrainRegion.spec.ts","1621","no-unused-vars","'bx' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","165","no-unused-vars","'joinedDev' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","12","no-unused-vars","'wfsCount' is defined but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","17","no-unused-vars","'wfsCount' is defined but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","11","no-unused-vars","'sleep' is defined but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","11","no-unused-vars","'UA' is defined but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","16","no-unused-vars","'wfsJson' is defined but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","118","no-control-regex","Unexpected control character(s) in regular expression: \x01"
"tools/ga-gate/check-otel-spans.ts","25","no-unused-vars","'assertSums' is defined but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","14","no-unused-vars","'sha256' is defined but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","66","no-unused-vars","'muni' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","151","no-useless-escape","Unnecessary escape character: \/"
"tools/ga-gate/check-otel-spans.ts","22","no-unused-vars","'wfsJson' is defined but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","28","no-unused-vars","'O' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","34","no-unused-vars","'s12' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","67","no-useless-escape","Unnecessary escape character: \/"
"tools/ga-gate/check-otel-spans.ts","12","no-unused-vars","'s1' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","14","no-unused-vars","'s6' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","15","no-unused-vars","'s8' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","29","no-unused-vars","'assertSums' is defined but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","113","no-unused-vars","'e' is defined but never used"
"tools/ga-gate/check-otel-spans.ts","67","no-unused-vars","'DOWNLOAD_TIMEOUT' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","71","no-unused-vars","'t' is assigned a value but never used. Allowed unused vars must match /^_/u"
"tools/ga-gate/check-otel-spans.ts","120","no-useless-escape","Unnecessary escape character: \'"
"tools/ga-gate/check-otel-spans.ts","120","no-useless-escape","Unnecessary escape character: \'"
"tools/spanish-genome-probe/arcgisCrawler.ts","216","no-unused-vars","'ringArea' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","14","no-unused-vars","'WFS' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","22","no-unused-vars","'sniff' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","18","no-unused-vars","'parseFeatures' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","10","no-unused-vars","'BASE' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","4","no-unused-vars","'parseFeatures' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","45","no-useless-escape","Unnecessary escape character: \["
"tools/spanish-genome-probe/arcgisCrawler.ts","16","no-unused-vars","'parseFeatures' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","20","no-unused-vars","'WFS' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","10","no-unused-vars","'fs' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","11","no-unused-vars","'path' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","12","no-unused-vars","'head' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","12","no-unused-vars","'DIR' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","18","no-unused-vars","'DIR' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","60","no-useless-escape","Unnecessary escape character: \-"
"tools/spanish-genome-probe/arcgisCrawler.ts","40","no-useless-escape","Unnecessary escape character: \-"
"tools/spanish-genome-probe/arcgisCrawler.ts","25","no-unused-vars","'WFS' is defined but never used. Allowed unused vars must match /^_/u"
"tools/spanish-genome-probe/arcgisCrawler.ts","25","no-unused-vars","'countMembers' is defined but never used. Allowed unused vars must match /^_/u"
