ine,name,pop
20031,Elduayen,248.0
09287,Quintanaortuño,297.0
22119,Gurrea de Gállego,1430.0
22175,Peralta de Calasanz,206.0
09283,Quintanaélez,44.0
09417,Vallejera,38.0
22137,Lanaja,1140.0
22084,Castejón de Sos,840.0
22247,Viacamp y Litera,40.0
09288,Quintanapalla,123.0
09908,Valle de Losa,486.0
09309,Regumiel de la Sierra,304.0
09408,Vallarta de Bureba,41.0
09308,Redecilla del Campo,65.0
09280,Quintanabureba,29.0
42127,Nafría de Ucero,35.0
42209,Villar del Río,155.0
42197,Valderrodilla,59.0
42081,Espejón,122.0
45054,Corral de Almaguer,5280.0
22081,Casbas de Huesca,287.0
42110,Matalebreras,81.0
42144,Quintana Redonda,499.0
42164,San Leonardo de Yagüe,1954.0
42174,Sotillo del Rincón,171.0
23903,Villatorres,4259.0
13093,Villanueva de los Infantes,4733.0
22063,Biscarrués,188.0
18185,Ventas de Huelma,667.0
06142,Valverde de Burguillos,260.0
10161,Ruanes,82.0
05025,Becedillas,70.0
37099,Cereceda de la Sierra,55.0
42187,Torrubia de Soria,52.0
42132,Noviercas,156.0
22244,Valle de Lierp,52.0
22129,Isábena,234.0
22233,Torre la Ribera,102.0
42177,Tajueco,61.0
24181,Valderas,1479.0
31901,Barañáin,19642.0
22085,Castelflorite,102.0
03100,Parcent,1037.0
09901,Quintanilla del Agua y Tordueles,336.0
45175,Turleque,702.0
10202,Valdeobispo,617.0
10150,Portaje,379.0
42103,Langa de Duero,696.0
09430,Villaespasa,21.0
09418,Valles de Palenzuela,74.0
47128,Quintanilla del Molar,43.0
41094,Umbrete,9455.0
49035,Cañizo,197.0
34182,Torquemada,964.0
28071,Horcajuelo de la Sierra,104.0
31024,Arano,108.0
37249,Peralejos de Arriba,38.0
09272,Poza de la Sal,278.0
10143,Pescueza,150.0
09294,Quintanilla de la Mata,109.0
10075,Fresnedoso de Ibor,236.0
42105,Liceras,49.0
42205,Villaciervos,86.0
42206,Villanueva de Gormaz,6.0
16231,Valhermoso de la Fuente,61.0
46018,Alcublas,710.0
02033,Fuente-Álamo,2422.0
28076,Lozoya,598.0
34157,Saldaña,2844.0
10218,Zarza la Mayor,1096.0
46046,Bárig,1501.0
46172,Monserrat,10062.0
12084,Onda,26190.0
12100,San Mateo,2021.0
10194,Torrequemada,564.0
10103,Jaraicejo,418.0
42195,Valdenebro,85.0
48060,Marquina-Jeméin,5089.0
24119,Priaranza del Bierzo,672.0
19168,Mandayona,285.0
40081,Frumales,120.0
45193,Villanueva de Bogas,657.0
12072,Lucena del Cid,1421.0
05219,San Pascual,44.0
19265,Tartanedo,143.0
34033,Boada de Campos,17.0
37286,San Martín del Castañar,233.0
09312,La Revilla y Ahedo,97.0
16165,Poyatos,70.0
02031,Férez,604.0
06144,Valverde de Llerena,560.0
10160,Romangordo,240.0
02065,Pozuelo,455.0
02064,Pozo-Lorente,398.0
09154,Hacinas,145.0
09273,Prádanos de Bureba,54.0
09133,Fresno de Rodilla,49.0
16219,Uña,90.0
50242,Sediles,109.0
09301,Quintanilla Vivar,890.0
10157,Robledillo de la Vera,252.0
09190,Junta de Villalba de Losa,79.0
09169,Hortigüela,103.0
06148,Valle de Santa Ana,1090.0
44112,Fuentes Claras,428.0
42097,Gormaz,18.0
22049,Barbués,97.0
45076,Hormigos,1035.0
42166,Santa Cruz de Yanguas,56.0
42121,Montenegro de Cameros,43.0
42189,Ucero,80.0
31181,Navascués,114.0
48094,Yurre,4344.0
24079,Gradefes,882.0
28128,Rozas de Puerto Real,579.0
31183,Obanos,924.0
31219,Sansol,89.0
18144,Nívar,1093.0
18148,Otívar,1011.0
42219,Yelo,40.0
30018,Ceutí,13089.0
31258,Villava,9928.0
28034,Canencia,475.0
28120,Rascafría,1704.0
10145,Piedras Albas,125.0
09140,Fuentenebro,137.0
10080,Gargantilla,346.0
10055,Casas del Monte,761.0
10140,Peraleda de la Mata,1444.0
10102,Ibahernando,538.0
31257,Villatuerta,1256.0
31217,San Martín de Unx,352.0
31203,Petilla de Aragón,29.0
31152,Lerín,1821.0
42213,Villaseca de Arciel,23.0
42156,Reznos,21.0
02901,Pozo Cañada,2704.0
02062,Povedilla,374.0
31138,Lacunza,1338.0
31147,Legarda,143.0
24105,Onzonilla,1974.0
50055,Borja,5202.0
42148,Quiñonería,10.0
31264,Zugarramurdi,213.0
09448,Villangómez,229.0
28059,Fuente el Saz de Jarama,7413.0
38044,El Tanque,2787.0
44017,Aliaga,344.0
31246,Uterga,177.0
31157,Lodosa,4964.0
31085,Echauri,671.0
42208,Villar del Campo,29.0
42140,Portillo de Soria,11.0
02061,Pétrola,660.0
02067,Riópar,1344.0
18903,Nevada,1086.0
18145,Ogíjares,15239.0
09434,Villagonzalo Pedernales,1903.0
45079,La Iglesuela del Tiétar,448.0
09197,Madrigalejo del Monte,160.0
13069,Puebla del Príncipe,648.0
09198,Mahamud,107.0
10073,Escurial,855.0
10117,Marchagaz,231.0
10033,Cabañas del Castillo,406.0
13065,Porzuna,3529.0
10129,Morcillo,378.0
10078,La Garganta,353.0
03113,Rojales,17652.0
40198,Sotillo,31.0
35008,Firgas,7728.0
42093,Fuentestrún,55.0
28162,Valdeolmos-Alalpardo,4626.0
16213,Torrubia del Castillo,42.0
09244,Padrones de Bureba,49.0
09211,Melgar de Fernamental,1496.0
06035,Castilblanco,820.0
23019,Campillo de Arenas,1711.0
47033,Canalejas de Peñafiel,248.0
28008,Aldea del Fresno,3503.0
03064,Dolores,8326.0
10179,Talaveruela de la Vera,303.0
23056,Lopera,3502.0
16212,Torrubia del Campo,312.0
16211,Torrejoncillo del Rey,341.0
42149,Los Rábanos,470.0
09421,La Vid y Barrios,237.0
31263,Zubieta,292.0
09275,Presencio,212.0
09103,Cilleruelo de Abajo,209.0
42131,Nolay,45.0
42065,Cirujales del Río,21.0
18150,Padul,9667.0
31226,Sumbilla,672.0
42080,Espeja de San Marcelino,160.0
48071,Musques,7465.0
45014,Añover de Tajo,5454.0
09196,Madrigal del Monte,141.0
10116,Malpartida de Plasencia,4666.0
42071,Cubo de la Solana,177.0
42116,Miño de San Esteban,43.0
18151,Pampaneira,312.0
12130,Villahermosa del Río,473.0
42052,Caracena,13.0
18146,Orce,1116.0
18149,Villa de Otura,7696.0
12061,Forcall,475.0
12125,Vall de Almonacid,284.0
42073,Cueva de Ágreda,67.0
42217,Vozmediano,29.0
28129,San Agustín del Guadalix,13825.0
28078,Madarcos,69.0
40176,Samboal,459.0
44256,Villanueva del Rebollar de la Sierra,49.0
38041,El Sauzal,9345.0
31231,Torres del Río,116.0
05126,Mesegar de Corneja,62.0
48052,Larrabezúa,2039.0
31030,Arellano,165.0
03066,Elda,55222.0
07059,Las Salinas,5248.0
34099,Manquillos,62.0
22086,Castiello de Jaca,280.0
06136,Usagre,1698.0
47016,Benafarces,68.0
31262,Zabalza,285.0
34132,Población de Campos,119.0
19086,Cifuentes,1731.0
28054,El Escorial,17171.0
42117,Molinos de Duero,162.0
09086,Castrillo del Val,858.0
10090,Guijo de Granadilla,497.0
44239,Valacloche,33.0
47178,Urueña,200.0
16065,Casas de los Pinos,374.0
38052,Vilaflor de Chasna,1930.0
41065,Morón de la Frontera,27210.0
16040,Buenache de la Sierra,112.0
05036,El Bohodón,104.0
05115,Maello,713.0
34047,Carrión de los Condes,1997.0
34199,Velilla del Río Carrión,1104.0
16103,Hontanaya,255.0
18143,Nigüelas,1229.0
02077,Villa de Ves,51.0
02079,Villamalea,4083.0
37131,Frades de la Sierra,163.0
02076,Vianos,317.0
18157,Pinos Genil,1642.0
18163,Pórtugos,372.0
42163,San Felices,55.0
42154,Renieblas,107.0
42194,Valdemaluque,139.0
38034,San Juan de la Rambla,4987.0
03124,Sella,621.0
22075,Camporrélls,153.0
07010,Buñola,7642.0
42185,Torreblacos,28.0
31191,Olite,4069.0
07008,Binisalem,9350.0
47161,Simancas,5533.0
35020,La Aldea de San Nicolás,7401.0
09178,Ibrillos,30.0
10124,Mohedas de Granadilla,817.0
09422,La Vid de Bureba,26.0
09406,Valdorros,377.0
10118,Mata de Alcántara,300.0
09030,Los Ausines,143.0
42123,Morón de Almazán,196.0
42211,Los Villares de Soria,72.0
50165,Mequinenza,2236.0
05043,Cabezas del Pozo,80.0
28159,Valdemaqueda,870.0
05246,Tórtoles de la Sierra,37.0
09202,Manciles,21.0
09135,Fuentebureba,58.0
10138,Pasarón de la Vera,588.0
09409,Valle de Manzanedo,115.0
42111,Matamala de Almazán,251.0
42141,La Póveda de Soria,108.0
42145,Quintanas de Gormaz,119.0
42100,Hinojosa del Campo,24.0
35030,Tuineje,16834.0
49219,Toro,8336.0
05139,Muñogrande,76.0
05188,Poveda,30.0
05171,Neila de San Miguel,66.0
22074,Campo,491.0
46105,Cullera,24702.0
05038,Bonilla de la Sierra,139.0
05035,Blascosancho,85.0
42167,Santa María de Huerta,239.0
42165,San Pedro Manrique,626.0
35023,Santa María de Guía de Gran Canaria,14311.0
35025,Tejeda,1806.0
10026,Belvís de Monroy,774.0
10013,La Aldea del Obispo,290.0
10112,Madrigalejo,1710.0
09248,Palazuelos de la Sierra,95.0
05152,Nava de Arévalo,647.0
05170,Navatejares,48.0
05154,Navadijos,29.0
19092,Cogolludo,574.0
14039,Luque,2796.0
19122,Fuentelsaz,82.0
40128,Migueláñez,136.0
06151,Villagonzalo,1226.0
31127,Irañeta,172.0
10012,Aldea del Cano,609.0
10125,Monroy,909.0
35013,Moya,8007.0
10165,Santa Ana,302.0
31055,Betelu,375.0
09270,Pinilla Trasmonte,152.0
05109,Langa,441.0
09265,Piérnigas,43.0
09105,Ciruelos de Cervera,90.0
42216,Vizmanos,31.0
40076,El Espinar,10409.0
37342,Valverdón,266.0
07062,Son Servera,12417.0
09032,Avellanosa de Muñó,95.0
45128,Pantoja,3536.0
42106,La Losilla,12.0
42157,La Riba de Escalote,9.0
42120,Montejo de Tiermes,134.0
42201,Velilla de la Sierra,26.0
07041,Petra,3231.0
18158,Pinos Puente,9807.0
07047,Sencelles,3973.0
22011,Albero Alto,123.0
07027,Inca,36262.0
07034,Mancor del Valle,1692.0
46013,Alboraya,26273.0
22251,Villanueva de Sigena,340.0
09215,Merindad de Sotoscueva,399.0
46256,Villamarchante,11403.0
50151,Luna,674.0
06004,Alange,1802.0
30023,Librilla,5854.0
42119,Monteagudo de las Vicarías,169.0
35011,Ingenio,32905.0
38051,La Victoria de Acentejo,9448.0
38046,Tegueste,11490.0
05183,Pedro-Rodríguez,131.0
05168,Las Navas del Marqués,5670.0
48066,Morga,416.0
10077,Garciaz,666.0
09164,Hontoria de Valdearados,152.0
47053,Cogeces de Íscar,143.0
47019,Berrueces,85.0
34215,Villalcázar de Sirga,160.0
46171,Moncada,22213.0
37252,Pinedas,88.0
22197,Robres,524.0
46177,Museros,6871.0
41904,El Palmar de Troya,2301.0
37148,Garcihernández,412.0
46070,Bétera,28560.0
30012,Bullas,12027.0
05196,Rivilla de Barajas,59.0
05148,Narros del Puerto,26.0
18154,La Peza,1104.0
31109,Galar,2427.0
31121,Guirguillano,75.0
31054,Bertizarana,668.0
09136,Fuentecén,246.0
07021,Estellenchs,369.0
07028,Lloret de Vista Alegre,1691.0
22124,Huerto,216.0
22076,Canal de Berdún,322.0
22089,Castillonroy,334.0
42076,Deza,162.0
09074,Cardeñajimeno,1185.0
09083,Castil de Peones,26.0
22220,Sesa,167.0
30028,Moratalla,7518.0
31068,Cascante,4231.0
35033,Vega de San Mateo,7899.0
35032,Valleseco,3775.0
09213,Merindad de Cuesta-Urria,263.0
09043,Los Barrios de Bureba,179.0
47139,Rueda,1118.0
22018,Alcubierre,401.0
45118,Novés,3564.0
31175,Mues,80.0
42183,Tejado,100.0
31025,Araquil,990.0
31115,Garralda,183.0
42155,Retortillo de Soria,126.0
42098,Herrera de Soria,12.0
24212,Villamañán,1084.0
09220,Miraveche,92.0
09131,Fresnillo de las Dueñas,703.0
24187,Valdevimbre,892.0
24227,Villaturiel,1812.0
05090,Gutierre-Muñoz,63.0
30035,San Javier,36524.0
22087,Castigaleu,80.0
37010,La Alberca,1034.0
09307,Redecilla del Camino,98.0
19182,La Mierla,44.0
19186,Mirabueno,86.0
19129,Gascueña de Bornova,22.0
19170,Maranchón,225.0
09191,Jurisdicción de Lara,39.0
24007,Arganza,800.0
18089,Guadix,18881.0
16205,Tejadillos,102.0
19146,La Huerce,52.0
19151,Humanes,1841.0
03054,Castell de Castells,443.0
12017,Ayódar,176.0
22024,Alquézar,328.0
37279,Sancti-Spíritus,713.0
05103,Hoyorredondo,57.0
05102,El Hoyo de Pinares,2179.0
05244,Tormellas,35.0
22106,Fago,24.0
03901,Els Poblets,2757.0
24122,Puente de Domingo Flórez,1348.0
09236,Olmillos de Muñó,38.0
09236000000,Olmillos de Muñó,38.0
47091,Monasterio de Vega,79.0
47048,Ceinos de Campos,172.0
47113,Pedrosa del Rey,147.0
16206,Tinajas,184.0
02073,Tarazona de la Mancha,6100.0
05234,Sigeres,41.0
05104,Hoyos del Collado,28.0
19052,La Bodera,19.0
19172,Masegoso de Tajuña,84.0
05066,Cuevas del Valle,506.0
05042,Cabezas de Alambre,152.0
19109,Embid,37.0
19147,Huérmeces del Cerro,43.0
19203,El Ordial,45.0
19115,Establés,35.0
19120,Fuentelahiguera de Albatages,121.0
19195,Morenilla,53.0
19222,El Pobo de Dueñas,102.0
34074,Frómista,727.0
34089,Itero de la Vega,147.0
24074,Fuentes de Carbajal,71.0
18152,Pedro Martínez,1166.0
18162,Polopos,1682.0
37283,Sando,111.0
49248,Villalobos,200.0
19189,Mohernando,190.0
19133,Heras de Ayuso,248.0
31232,Tudela,38903.0
09120,Encío,37.0
29016,Árchez,441.0
29011,Almogía,4269.0
16204,Tébar,300.0
02078,Villalgordo del Júcar,1159.0
31114,Garínoain,527.0
31253,Vidaurreta,181.0
12018,Azuébar,359.0
31044,Bacáicoa,342.0
37284,San Esteban de la Sierra,343.0
12025,Benafigos,121.0
03030,Benidoleig,1245.0
24164,Sena de Luna,373.0
45157,Santa Cruz del Retamar,4194.0
05181,Pascualcobo,38.0
05069,Donjimeno,69.0
19184,Millana,126.0
19187,Miralrío,56.0
19159,Ledanca,98.0
24180,Valdepolo,1177.0
09152,Gumiel de Mercado,376.0
09239,Oquillas,52.0
09177,Ibeas de Juarros,1492.0
13079,La Solana,15242.0
34237,Villaumbrales,627.0
34243,Villoldo,333.0
24130,Riaño,476.0
03003,Agres,623.0
03121,Santa Pola,39709.0
37166,Ituero de Azaba,189.0
09304,Rabé de las Calzadas,259.0
40156,Pedraza,335.0
10079,Garganta la Olla,874.0
18038,Campotéjar,1218.0
05217,San Miguel de Corneja,65.0
34245,Villota del Páramo,295.0
49168,Quintanilla del Monte,93.0
19079,Castilnuevo,8.0
19125,Gajanejos,51.0
37381,La Zarza de Pumareda,131.0
37250,Pereña de la Ribera,300.0
05063,Collado del Mirón,18.0
45001,Ajofrín,2379.0
45087,Madridejos,10088.0
47216,Villán de Tordesillas,122.0
47051,Ciguñuela,361.0
47046,Castroponce,128.0
05072,Espinosa de los Caballeros,104.0
05200,San Bartolomé de Corneja,32.0
30003,Águilas,37811.0
29012,Álora,13650.0
19067,El Cardoso de la Sierra,49.0
19119,Fuencemillán,81.0
19153,Iniéstola,19.0
19157,Jirueque,44.0
19196,Muduex,104.0
09356,Santibáñez del Val,64.0
24174,Urdiales del Páramo,445.0
47013,Barcial de la Loma,98.0
47191,Velliza,121.0
41039,Écija,39659.0
11015,Chiclana de la Frontera,90864.0
34012,Antigüedad,329.0
49272,Villaveza de Valverde,72.0
34240,Villerías de Campos,71.0
13072,Retuerta del Bullaque,854.0
45078,Huerta de Valdecarábanos,1836.0
23032,Espeluy,596.0
23042,Hinojares,335.0
41002,Alanís,1638.0
37113,El Cubo de Don Sancho,373.0
05107,Hurtumpascual,41.0
05240,Sotillo de la Adrada,5081.0
09149,Grisaleña,58.0
05081,Garganta del Villar,37.0
34233,Villasarracino,125.0
49259,Villanueva de las Peras,85.0
49189,San Justo,207.0
49243,Villaferrueña,105.0
30017,Cehegín,14506.0
47002,Aguasal,18.0
47024,Bolaños de Campos,244.0
47057,Cubillas de Santa Marta,394.0
23043,Hornos,561.0
23059,Marmolejo,6412.0
05208,San Esteban de Zapardiel,40.0
05134,Moraleja de Matacabras,55.0
13057,Montiel,1167.0
45197,Villasequilla,2673.0
45195,Villarrubia de Santiago,2583.0
45112,Los Navalmorales,2074.0
49173,Rábano de Aliste,313.0
49068,Ferreruela,409.0
34231,Villarrabé,170.0
05187,Piedralaves,2183.0
05206,San Esteban de los Patos,19.0
05088,Grandes y San Martín,34.0
31056,Biurrun-Olcoz,227.0
31046,Barbarin,46.0
31042,Azagra,3746.0
49107,Malva,92.0
31096,Espronceda,102.0
31187,Oiz,129.0
23099,Los Villares,6111.0
45123,Ontígola,5101.0
11013,Castellar de la Frontera,2984.0
23037,Génave,548.0
23051,Jamilena,3319.0
05198,Salvadiós,67.0
09238,Oña,938.0
45115,Noblejas,3998.0
45002,Alameda de la Sagra,4350.0
47195,Villabáñez,516.0
47188,Vega de Valdetronco,88.0
19089,Ciruelos del Pinar,23.0
19057,Bustares,62.0
47203,Villafrades de Campos,59.0
47062,Fombellida,169.0
19042,Arroyo de las Fraguas,32.0
19087,Cincovillas,20.0
19194,Moratilla de los Meleros,106.0
19183,Milmarcos,63.0
19088,Ciruelas,136.0
19226,Prádena de Atienza,45.0
19081,Cendejas de la Torre,23.0
05242,Tiñosillos,732.0
05096,La Hija de Dios,79.0
11037,Trebujena,6999.0
06019,Berlanga,2175.0
09091,Castrojeriz,794.0
24034,Camponaraya,4060.0
19143,Horche,3119.0
19145,Hortezuela de Océn,32.0
46081,Canals,13746.0
41053,Lebrija,27788.0
19243,Rueda de la Sierra,38.0
19233,Renera,100.0
31022,Aranaz,628.0
31018,Añorbe,622.0
21073,Villablanca,2939.0
47176,La Unión de Campos,210.0
34053,Castromocho,193.0
34037,Buenavista de Valdavia,290.0
28073,Humanes de Madrid,20500.0
19061,Campisábalos,72.0
19232,El Recuenco,80.0
05053,Casasola,67.0
10039,Cadalso,394.0
49064,Fariza,487.0
49241,Villaescusa,237.0
16176,Rada de Haro,49.0
46203,Puebla Larga,4665.0
40155,Palazuelos de Eresma,6107.0
49265,Villardiegua de la Ribera,106.0
19050,Barriopedro,26.0
19080,Cendejas de Enmedio,68.0
05238,Solosancho,750.0
05145,Narrillos del Rebollar,34.0
16172,Puebla de Almenara,294.0
05161,Navalperal de Pinares,840.0
50139,Letux,349.0
22248,Vicién,149.0
23055,Linares,55633.0
23048,Iznatoraf,874.0
31047,Bargota,237.0
05080,Gallegos de Sobrinos,42.0
05119,Manjabálago y Ortigosa de Rioalmar,22.0
12024,Benafer,168.0
31137,Beinza-Labayen,228.0
31039,Artazu,125.0
34045,Capillas,68.0
34038,Bustillo de la Vega,259.0
19090,Cobeta,100.0
19104,Chequilla,13.0
19248,San Andrés del Congosto,63.0
19258,Solanillos del Extremo,72.0
19240,Robledo de Corpes,39.0
19237,Rillo de Gallo,37.0
19091,Cogollor,19.0
19048,Baños de Tajo,13.0
19204,Orea,191.0
19212,Pastrana,971.0
19059,Campillo de Dueñas,71.0
19049,Bañuelos,10.0
19105,Chiloeches,4117.0
19249,San Andrés del Rey,35.0
19234,Retiendas,52.0
05143,Muñotello,50.0
05133,Monsalupe,64.0
12015,Argelita,139.0
31034,Arive,34.0
19211,Pareja,493.0
19254,Selas,33.0
03044,Bigastro,7537.0
31902,Berrioplano,7645.0
47104,Olmedo,3592.0
45067,Gálvez,3044.0
47004,Alaejos,1427.0
14055,Priego de Córdoba,21764.0
46213,Requena,20982.0
34035,Boadilla de Rioseco,95.0
34071,Espinosa de Villagonzalo,164.0
19239,Robledillo de Mohernando,200.0
19256,Sienes,38.0
01031,Laguardia,1459.0
30002,Abarán,13228.0
19255,Setiles,78.0
19073,Casas de San Galindo,24.0
09130,Fresneña,68.0
09224,Monasterio de Rodilla,171.0
16134,Motilla del Palancar,6432.0
45156,Santa Cruz de la Zarza,4180.0
03095,Ondara,7717.0
31256,Villanueva de Aézcoa,96.0
04092,Tíjola,3573.0
16278,Zafrilla,59.0
31032,Arguedas,2309.0
03029,Benichembla,590.0
19041,Armuña de Tajuña,280.0
19228,Puebla de Beleña,57.0
42190,Vadillo,81.0
19019,Alique,15.0
46238,Tabernes de Valldigna,17866.0
16062,Casas de Garcimolina,30.0
34062,Congosto de Valdavia,132.0
34077,Fuentes de Valdepero,489.0
49113,Matilla de Arzón,150.0
49220,La Torre del Valle,122.0
10031,Botija,184.0
31095,Esparza de Salazar,75.0
19060,Campillo de Ranas,150.0
19208,Pálmaces de Jadraque,54.0
23015,Bélmez de la Moraleda,1504.0
48011,Arrigorriaga,11939.0
31117,Goizueta,681.0
23098,Villardompardo,893.0
34059,Cisneros,426.0
34057,Cevico de la Torre,464.0
19216,Peralejos de las Truchas,148.0
19082,Centenera,158.0
19076,Castellar de la Muela,22.0
19199,Ocentejo,15.0
19231,Rebollosa de Jadraque,11.0
09361,Sargentes de la Lora,130.0
47105,Olmos de Esgueva,187.0
19217,Peralveche,52.0
19246,Saelices de la Sal,41.0
34061,Collazos de Boedo,89.0
34063,Cordovilla la Real,130.0
37026,Aldehuela de Yeltes,176.0
49121,Mombuey,395.0
09036,Bañuelos de Bureba,32.0
05049,Cardeñosa,430.0
19075,Castejón de Henares,62.0
19261,Sotodosos,30.0
19259,Somolinos,26.0
01058,Villarreal de Álava,2094.0
20029,Deva,5362.0
49059,Cuelgamures,77.0
49052,Coomonte,180.0
34036,Brañosera,253.0
34060,Cobos de Cerrato,129.0
49119,Molacillos,223.0
09172,Huérmeces,159.0
09173,Huerta de Arriba,121.0
49095,La Hiniesta,293.0
44102,Fonfría,35.0
34052,Castrillo de Villavega,167.0
04096,Urrácal,340.0
23001,Albanchez de Mágina,903.0
05079,Gallegos de Altamiros,61.0
04001,Abla,1268.0
18102,Íllora,9923.0
18147,Órgiva,5728.0
49026,Bretocino,192.0
09114,Cubillo del Campo,103.0
34041,Calahorra de Boedo,82.0
34072,Frechilla,138.0
19229,Puebla de Valles,59.0
19051,Berninches,51.0
19264,Taravilla,38.0
14031,Fuente-Tójar,666.0
38001,Adeje,50021.0
37245,Peñaparda,298.0
10154,Rebollar,203.0
10123,Mirabel,620.0
47173,Traspinedo,1308.0
19201,Olmeda de Cobeta,56.0
19106,Chillarón del Rey,76.0
49081,Fuentesaúco,1593.0
49014,Arquillinos,105.0
18119,Lecrín,2244.0
44164,Nogueras,36.0
19262,Tamajón,153.0
19252,Sayatón,64.0
16251,Villanueva de la Jara,2396.0
28171,Villa del Prado,7743.0
49005,Alfaraz de Sayago,120.0
49008,Almeida de Sayago,411.0
49018,Ayoó de Vidriales,264.0
19065,Cantalojas,121.0
19043,Atanzón,83.0
45013,Almorox,2569.0
31057,Buñuel,2318.0
23026,Castillo de Locubín,3805.0
04080,Santa Cruz de Marchena,236.0
22002,Abizanda,162.0
19055,Bujalaro,59.0
21078,Zalamea la Real,2968.0
05005,Albornos,170.0
10146,Pinofranqueado,1783.0
41086,San Juan de Aznalfarache,23408.0
31006,Ablitas,2657.0
10195,Trujillo,8611.0
23092,Úbeda,33588.0
18122,Loja,20951.0
19054,Budia,226.0
19282,Torremocha del Campo,193.0
04089,Taberno,955.0
23008,Arquillos,1682.0
34042,Calzada de los Molinos,305.0
47207,Villagarcía de Campos,297.0
47194,Viloria,338.0
47169,Torre de Esgueva,60.0
49027,Brime de Sog,114.0
37029,Anaya de Alba,190.0
46001,Ademuz,1015.0
38024,Los Llanos de Aridane,20582.0
21057,Paymogo,1132.0
29001,Alameda,5426.0
04090,Tahal,355.0
19024,Alovera,14526.0
37073,Calzada de Valdunciel,717.0
44120,Guadalaviar,238.0
45149,El Romeral,518.0
10119,Membrío,587.0
37285,San Felices de los Gallegos,355.0
49039,Casaseca de las Chanas,373.0
49101,Luelmo,148.0
16209,Torralba,107.0
10095,Herreruela,322.0
09314,Revilla del Campo,96.0
23020,Canena,1717.0
10072,Eljas,827.0
09353,Santa María Ribarredonda,97.0
09411,Valle de Oca,160.0
40204,Torrecilla del Pinar,188.0
40206,Torre Val de San Pedro,165.0
04081,Santa Fe de Mondújar,503.0
04091,Terque,393.0
47165,Tordesillas,8773.0
47131,Rábano,169.0
47134,Roales de Campos,155.0
45108,La Nava de Ricomalillo,514.0
46036,Alpuente,688.0
12103,Sarratella,113.0
12112,Todolella,136.0
37278,San Cristóbal de la Cuesta,1169.0
03127,Tárbena,662.0
46212,Real,2497.0
16203,Tarancón,16748.0
37297,Santibáñez de Béjar,448.0
37305,Sequeros,216.0
47205,Villafrechós,473.0
40205,Torreiglesias,257.0
40207,Trescasas,1130.0
47187,Vega de Ruiponce,81.0
19150,Hueva,113.0
47017,Bercero,170.0
40192,Sauquillo de Cabezas,135.0
40188,Santiuste de Pedraza,81.0
12108,Sueras,593.0
12107,Sot de Ferrer,492.0
22227,Tella-Sin,208.0
19251,Saúca,47.0
37301,Sardón de los Frailes,98.0
28153,Torremocha de Jarama,1157.0
28136,Santorcaz,1011.0
47166,Torrecilla de la Abadesa,237.0
12118,Torrechiva,106.0
09242,Padilla de Abajo,71.0
09904,Valle de las Navas,549.0
09902,Valle de Santibáñez,482.0
47076,Laguna de Duero,22965.0
46028,Algar de Palancia,565.0
34049,Castrejón de la Peña,322.0
34070,Espinosa de Cerrato,119.0
47073,Herrín de Campos,111.0
37360,Villar de Peralonso,212.0
37256,Poveda de las Cintas,197.0
47168,Torrecilla de la Torre,27.0
22230,Torla-Ordesa,342.0
16250,Villanueva de Guadamejud,59.0
16275,Vindel,19.0
40180,Sangarcía,281.0
40214,Valseca,208.0
09175,Humada,114.0
09250,Pampliega,281.0
40189,Santiuste de San Juan Bautista,534.0
40219,Vallelado,750.0
40199,Sotosalbos,132.0
44206,San Agustín,132.0
16277,Zafra de Záncara,92.0
37277,Salvatierra de Tormes,66.0
47213,Villalbarba,96.0
47097,Mota del Marqués,342.0
10104,Jaraíz de la Vera,6831.0
46021,Aldaya,34630.0
47094,Moral de la Reina,129.0
47087,Megeces,419.0
19066,Cañizar,78.0
19227,Prados Redondos,45.0
19070,Casa de Uceda,128.0
30039,Totana,33358.0
12102,Santa Magdalena de Pulpis,771.0
44209,Santa Eulalia del Campo,1004.0
23086,Torredelcampo,13888.0
30901,Santomera,16443.0
16271,Villarta,853.0
16228,Valdeolivas,206.0
37280,Sanchón de la Ribera,66.0
28146,Tielmes,2964.0
47204,Villafranca de Duero,247.0
47130,Quintanilla de Trigueros,100.0
09358,Santo Domingo de Silos,251.0
37306,Serradilla del Arroyo,239.0
45063,Espinoso del Rey,420.0
10200,Valdelacasa de Tajo,338.0
09115,Cubo de Bureba,102.0
19302,Valdegrudas,49.0
49221,Torregamones,225.0
49194,San Pedro de la Nave-Almendra,313.0
49193,San Pedro de Ceque,417.0
19267,Terzaga,24.0
19289,Traíd,18.0
34171,Santibáñez de la Peña,892.0
49208,San Vicente de la Cabeza,309.0
49191,San Miguel de la Ribera,244.0
49019,Barcial del Barco,254.0
23018,Cambil,2654.0
19230,Quer,1080.0
44263,Villastar,566.0
40072,Encinillas,358.0
40177,San Cristóbal de Cuéllar,161.0
19296,Utande,31.0
19303,Valdelcubo,42.0
19285,Torrubia,28.0
49123,Montamarta,549.0
49117,Micereces de Tera,404.0
49132,Moreruela de los Infanzones,318.0
40224,Ventosilla y Tejadilla,17.0
37260,Puebla de Yeltes,136.0
19284,Torremochuela,6.0
19299,Valdeavellano,101.0
09456,Villaquirán de los Infantes,154.0
09415,Valle de Valdelucio,342.0
40166,Remondo,329.0
40902,Cozuelos de Fuentidueña,102.0
40065,Chañe,739.0
47011,Ataquines,580.0
